Year,Name,Position,Age,Height (in),Weight (lbs),RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate
2015,Dion Lewis,RB,25,68,195,234,49,2,36,388,2,50,338,622,4,Patriots,NE,465,315,5991,629,4587,36,383,1404,14,347,14,65.22%,0.077616,7.292528,3.665796,0.013834
2016,Dion Lewis,RB,26,68,195,283,64,0,17,94,0,24,83,377,0,Patriots,NE,441,250,6180,550,4308,32,482,1872,19,351,11,64.00%,0.071359,7.832727,3.883817,0.010659
2017,Dion Lewis,RB,27,68,195,896,180,6,32,214,3,36,234,1110,9,Patriots,NE,458,296,6307,587,4418,32,448,1889,16,389,12,62.65%,0.072618,7.526405,4.216518,0.011594
2018,Dion Lewis,RB,28,68,195,517,155,1,59,400,1,67,493,917,2,Titans,TEN,310,303,4998,437,2975,16,454,2023,15,289,18,53.19%,0.062025,6.80778,4.455947,0.020202
2019,Dion Lewis,RB,29,68,195,209,54,0,25,164,1,32,197,373,1,Titans,TEN,402,331,5805,448,3582,29,445,2223,21,317,17,77.36%,0.069251,7.995536,4.995506,0.019037
2020,Dion Lewis,RB,30,68,195,115,29,2,19,127,1,30,83,242,3,Giants,NYG,280,357,4794,517,3026,12,399,1768,13,297,22,46.34%,0.058406,5.852998,4.431078,0.024017
2015,Dion Sims,TE,24,76,268,0,0,0,18,127,1,25,85,127,1,Dolphins,MIA,310,389,5307,588,3811,24,344,1496,11,291,19,53.49%,0.058413,6.481293,4.348837,0.020386
2016,Dion Sims,TE,25,76,271,0,0,0,26,256,4,35,137,256,4,Dolphins,MIA,363,380,5324,477,3500,27,405,1824,14,278,23,55.10%,0.068182,7.337526,4.503704,0.026077
2017,Dion Sims,TE,26,76,268,0,0,0,15,180,1,29,73,180,1,Bears,CHI,264,320,4599,473,2811,13,422,1788,13,267,22,60.61%,0.057404,5.942918,4.236967,0.024581
2018,Dion Sims,TE,27,76,268,0,0,0,2,9,0,4,9,9,0,Bears,CHI,421,283,5502,512,3564,28,468,1938,16,331,24,63.16%,0.076518,6.960938,4.141026,0.02449
2019,Diontae Johnson,WR,23,70,181,41,4,0,59,680,5,92,308,721,5,Steelers,PIT,289,303,4428,510,2981,18,396,1447,7,265,30,35.00%,0.065266,5.845098,3.65404,0.033113
2020,Diontae Johnson,WR,24,70,181,15,3,0,88,923,7,144,403,938,7,Steelers,PIT,416,312,5354,656,4003,35,373,1351,12,322,18,66.07%,0.077699,6.102134,3.621984,0.017493
2021,Diontae Johnson,WR,25,70,181,53,5,0,107,1161,8,169,527,1214,8,Steelers,PIT,343,398,5361,664,3778,23,411,1583,10,323,20,54.72%,0.063981,5.689759,3.851582,0.018605
2022,Diontae Johnson,WR,26,70,181,25,7,0,86,882,0,147,236,907,0,Steelers,PIT,308,346,5484,571,3411,12,500,2073,16,345,19,51.92%,0.056163,5.97373,4.146,0.01774
2023,Diontae Johnson,WR,27,70,181,0,0,0,51,717,5,87,261,717,5,Steelers,PIT,304,324,5173,506,3163,13,487,2010,16,287,16,48.89%,0.058767,6.250988,4.12731,0.016113
2019,Diontae Spencer,WR,27,68,170,6,3,0,6,31,0,8,32,37,0,Broncos,DEN,282,316,4777,504,3115,16,409,1662,11,279,16,47.62%,0.059033,6.180556,4.06357,0.017525
2020,Diontae Spencer,WR,28,68,170,19,3,0,3,26,0,6,13,45,0,Broncos,DEN,323,446,5369,556,3451,21,442,1918,13,308,32,53.33%,0.06016,6.206835,4.339367,0.032064
2021,Diontae Spencer,WR,29,68,170,0,0,0,1,-3,0,4,0,-3,0,Broncos,DEN,335,322,5618,541,3593,20,455,2025,16,331,18,54.72%,0.05963,6.641405,4.450549,0.018072
2018,DJ Chark,WR,22,75,200,0,0,0,14,174,0,32,44,174,0,Jaguars,JAX,245,316,4832,536,3109,15,416,1723,7,277,29,44.12%,0.050704,5.800373,4.141827,0.030462
2019,DJ Chark,WR,23,75,200,20,2,0,73,1008,8,118,317,1028,8,Jaguars,JAX,300,397,5468,589,3760,24,389,1708,3,298,20,40.43%,0.054865,6.383701,4.390746,0.02045
2020,DJ Chark,WR,24,75,200,0,0,0,53,706,5,93,172,706,5,Jaguars,JAX,306,492,5218,616,3699,25,337,1519,9,310,25,60.00%,0.058643,6.00487,4.507418,0.026233
2021,DJ Chark,WR,25,75,200,0,0,0,7,154,2,22,24,154,2,Jaguars,JAX,253,457,5191,604,3436,12,392,1755,13,304,29,51.28%,0.048738,5.688742,4.477041,0.029116
2022,DJ Chark,WR,26,75,200,0,0,0,30,502,3,52,132,502,3,Lions,DET,453,427,6460,588,4281,29,480,2179,23,376,15,66.18%,0.070124,7.280612,4.539583,0.014045
2023,DJ Chark,WR,27,75,200,0,0,0,35,525,5,66,84,525,5,Panthers,CAR,236,416,4510,586,2741,13,445,1769,7,297,20,50.00%,0.052328,4.677474,3.975281,0.019399
2020,Dominique Dafney,TE,23,75,235,0,0,0,2,26,1,2,10,26,1,Packers,GB,509,369,6224,526,4106,48,443,2118,16,358,11,76.81%,0.08178,7.806084,4.781038,0.011352
2021,Dominique Dafney,TE,24,74,235,0,0,0,2,34,0,4,31,34,0,Packers,GB,450,371,6215,593,4315,39,446,1900,13,375,13,57.53%,0.072405,7.27656,4.26009,0.012512
2016,Dominique Jones,TE,29,75,270,0,0,0,7,61,1,10,45,61,1,Dolphins,MIA,363,380,5324,477,3500,27,405,1824,14,278,23,55.10%,0.068182,7.337526,4.503704,0.026077
2015,Donald Brown,RB,28,70,207,229,59,1,8,88,0,13,109,317,1,Chargers,SD,320,398,5949,667,4591,30,393,1358,4,344,24,63.64%,0.053791,6.883058,3.455471,0.022642
2020,Donald Parham,TE,23,80,237,0,0,0,10,159,3,20,58,159,3,Chargers,LAC,384,426,6113,627,4329,31,466,1784,12,373,16,57.14%,0.062817,6.904306,3.828326,0.014639
2021,Donald Parham,TE,24,80,237,0,0,0,20,190,3,27,138,190,3,Chargers,LAC,474,459,6634,674,4800,38,423,1834,18,401,22,64.00%,0.07145,7.121662,4.335697,0.020055
2022,Donald Parham,TE,25,80,237,0,0,0,10,130,1,12,42,130,1,Chargers,LAC,391,384,6108,711,4584,26,404,1524,15,352,19,54.55%,0.064014,6.447257,3.772277,0.01704
2023,Donald Parham,TE,26,80,237,0,0,0,27,285,4,41,126,285,4,Chargers,LAC,346,398,5599,632,3957,24,431,1642,11,319,21,57.45%,0.061797,6.261076,3.809745,0.019755
2020,Donovan Peoples-Jones,WR,21,74,208,0,0,0,14,304,2,20,81,304,2,Browns,CLE,408,419,5913,501,3539,27,495,2374,21,355,16,73.33%,0.069001,7.063872,4.79596,0.016064
2021,Donovan Peoples-Jones,WR,22,74,208,0,0,0,34,597,3,58,146,597,3,Browns,CLE,349,371,5791,520,3320,21,485,2471,20,342,22,62.00%,0.060266,6.384615,5.094845,0.021891
2022,Donovan Peoples-Jones,WR,23,74,208,2,1,0,61,839,3,96,191,841,3,Browns,CLE,361,381,5934,540,3444,19,532,2490,19,350,21,53.57%,0.060836,6.377778,4.680451,0.01959
2023,Donovan Peoples-Jones,WR,24,74,208,0,0,0,13,155,0,25,35,155,0,Lions,DET,461,395,6712,606,4401,30,500,2311,27,375,23,66.67%,0.068683,7.262376,4.622,0.020796
2015,Donte Moncrief,WR,22,74,222,0,0,0,64,733,6,105,271,733,6,Colts,IND,333,408,5142,619,3704,26,396,1438,6,311,30,53.06%,0.064761,5.983845,3.631313,0.029557
2016,Donte Moncrief,WR,23,74,222,-1,1,0,30,307,7,56,81,306,7,Colts,IND,411,392,5830,584,4202,32,409,1628,13,351,22,66.04%,0.070497,7.195205,3.98044,0.022155
2017,Donte Moncrief,WR,24,74,216,0,0,0,26,391,2,45,76,391,2,Colts,IND,263,404,4553,487,2892,13,451,1661,11,267,15,40.00%,0.057764,5.938398,3.682927,0.015991
2018,Donte Moncrief,WR,25,74,216,0,0,0,48,668,3,89,251,668,3,Jaguars,JAX,245,316,4832,536,3109,15,416,1723,7,277,29,44.12%,0.050704,5.800373,4.141827,0.030462
2019,Donte Moncrief,WR,26,74,215,0,0,0,4,18,0,15,3,18,0,Panthers,CAR,340,470,5469,633,3650,17,386,1819,20,335,35,58.00%,0.062169,5.766193,4.712435,0.034347
2020,Donte Moncrief,WR,27,74,216,4,1,0,1,15,0,2,14,19,0,Patriots,NE,326,353,5236,440,2890,12,502,2346,20,332,19,54.17%,0.062261,6.568182,4.673307,0.02017
2015,Donteea Dye,WR,22,72,195,0,0,0,11,132,1,30,38,132,1,Buccaneers,TB,342,417,6014,535,3852,22,455,2162,12,336,28,52.94%,0.056867,7.2,4.751648,0.028283
2018,Dontrell Hilliard,RB,23,71,205,0,0,0,9,105,0,10,97,105,0,Browns,CLE,359,392,5900,574,4007,29,411,1893,15,314,24,66.67%,0.060847,6.980836,4.605839,0.024365
2019,Dontrell Hilliard,RB,24,71,202,49,13,2,12,92,0,15,104,141,2,Browns,CLE,335,393,5455,539,3554,22,393,1901,15,305,28,58.00%,0.061412,6.593692,4.83715,0.030043
2020,Dontrell Hilliard,RB,25,71,202,48,9,0,1,2,0,1,1,50,0,Texans,HOU,384,464,6004,546,4538,33,344,1466,10,326,18,54.00%,0.063957,8.311355,4.261628,0.020225
2021,Dontrell Hilliard,RB,26,71,202,350,56,2,19,87,0,26,108,437,2,Titans,TEN,419,354,5822,535,3418,22,551,2404,23,362,25,62.50%,0.071968,6.388785,4.362976,0.02302
2022,Dontrell Hilliard,RB,27,71,202,145,22,0,21,177,4,26,151,322,4,Titans,TEN,298,359,5045,456,2914,16,487,2131,16,277,23,64.29%,0.059068,6.390351,4.37577,0.02439
2015,Dontrelle Inman,WR,26,75,205,0,0,0,35,486,3,65,182,486,3,Chargers,SD,320,398,5949,667,4591,30,393,1358,4,344,24,63.64%,0.053791,6.883058,3.455471,0.022642
2016,Dontrelle Inman,WR,27,75,205,0,0,0,58,810,4,94,228,810,4,Chargers,SD,410,423,5708,580,4198,33,398,1510,10,340,35,51.61%,0.071829,7.237931,3.79397,0.035787
2017,Dontrelle Inman,WR,28,75,205,0,0,0,25,343,1,44,39,343,1,Bears,CHI,264,320,4599,473,2811,13,422,1788,13,267,22,60.61%,0.057404,5.942918,4.236967,0.024581
2018,Dontrelle Inman,WR,29,75,205,0,0,0,28,304,3,39,57,304,3,Colts,IND,433,344,6179,644,4461,39,408,1718,13,371,24,67.14%,0.070076,6.927019,4.210784,0.022814
2019,Dontrelle Inman,WR,30,75,205,0,0,0,12,181,0,21,30,181,0,Colts,IND,361,373,5238,513,3108,22,471,2130,17,340,21,64.29%,0.068919,6.05848,4.522293,0.021341
2020,Dontrelle Inman,WR,31,75,205,0,0,0,18,163,2,28,49,163,2,Commanders,WAS,335,329,5076,601,3465,16,400,1611,18,322,27,58.82%,0.065997,6.3,4.0275,0.026973
2015,Dorial Green-Beckham,WR,22,77,237,0,0,0,32,549,4,66,149,549,4,Titans,TEN,299,423,4988,551,3503,25,371,1485,10,298,33,65.00%,0.059944,6.357532,4.002695,0.035792
2016,Dorial Green-Beckham,WR,23,77,237,0,0,0,36,392,2,74,155,392,2,Eagles,PHI,367,331,5398,609,3585,16,438,1813,16,333,20,49.09%,0.067988,5.8867,4.139269,0.019102
2015,Doug Baldwin,WR,27,70,189,0,0,0,78,1069,14,104,438,1069,14,Seahawks,SEA,423,277,6058,489,3790,34,501,2268,10,335,16,55.56%,0.069825,7.750511,4.526946,0.016162
2016,Doug Baldwin,WR,28,70,192,2,3,0,94,1128,7,126,480,1130,7,Seahawks,SEA,354,292,5715,567,4124,23,403,1591,13,313,18,47.62%,0.061942,7.273369,3.947891,0.018557
2017,Doug Baldwin,WR,29,70,192,-8,2,0,75,991,8,117,268,983,8,Seahawks,SEA,366,332,5286,555,3657,34,409,1629,4,299,17,55.56%,0.06924,6.589189,3.982885,0.017635
2018,Doug Baldwin,WR,30,70,192,0,0,0,50,618,5,73,171,618,5,Seahawks,SEA,428,347,5653,427,3093,35,534,2560,15,329,11,65.52%,0.075712,7.24356,4.794007,0.011446
2015,Doug Martin,RB,26,69,223,1402,288,6,33,271,1,42,229,1673,7,Buccaneers,TB,342,417,6014,535,3852,22,455,2162,12,336,28,52.94%,0.056867,7.2,4.751648,0.028283
2016,Doug Martin,RB,27,69,223,421,144,3,14,134,0,16,110,555,3,Buccaneers,TB,354,369,5542,578,3926,29,453,1616,8,340,27,51.85%,0.063876,6.792388,3.567329,0.026188
2017,Doug Martin,RB,28,69,223,406,138,3,9,84,0,18,64,490,3,Buccaneers,TB,335,382,5816,605,4366,26,389,1450,8,352,27,49.06%,0.0576,7.216529,3.727506,0.027163
2018,Doug Martin,RB,29,69,223,723,172,4,18,116,0,24,104,839,4,Raiders,OAK,290,467,5379,556,3751,19,387,1628,9,300,24,53.49%,0.053913,6.746403,4.206718,0.025451
2022,Drake London,WR,21,76,210,0,0,0,72,866,4,117,231,866,4,Falcons,ATL,365,386,5417,415,2699,17,559,2718,17,330,21,55.56%,0.06738,6.503614,4.862254,0.021561
2023,Drake London,WR,22,76,210,0,0,0,69,905,2,110,188,905,2,Falcons,ATL,321,373,5683,530,3524,17,522,2159,14,326,28,46.81%,0.056484,6.649057,4.136015,0.026616
2019,Drew Sample,TE,23,77,258,0,0,0,5,30,0,6,12,30,0,Bengals,CIN,279,420,5169,616,3652,18,385,1517,9,312,30,43.75%,0.053976,5.928571,3.94026,0.02997
2020,Drew Sample,TE,24,76,259,0,0,0,40,349,1,53,202,349,1,Bengals,CIN,311,424,5116,581,3448,19,411,1668,13,318,24,50.00%,0.06079,5.934596,4.058394,0.024194
2021,Drew Sample,TE,25,77,259,0,0,0,11,81,0,15,82,81,0,Bengals,CIN,460,376,6145,555,4403,36,436,1742,16,337,21,54.55%,0.074858,7.933333,3.995413,0.021191
2022,Drew Sample,TE,26,77,259,0,0,0,2,-2,0,2,0,-2,0,Bengals,CIN,418,322,5768,610,4240,35,399,1528,14,357,18,63.64%,0.072469,6.95082,3.829574,0.017839
2023,Drew Sample,TE,27,77,259,0,0,0,22,163,2,27,173,163,2,Bengals,CIN,366,384,5422,615,3895,27,383,1527,12,329,16,59.62%,0.067503,6.333333,3.986945,0.016032
2015,DuJuan Harris,RB,27,68,203,189,48,0,9,97,0,14,101,286,0,49ers,SF,238,387,4860,526,3316,16,390,1544,7,261,17,43.59%,0.048971,6.304183,3.958974,0.018559
2015,DuJuan Harris,RB,27,68,203,189,48,0,9,97,0,14,101,286,0,Seahawks,SEA,423,277,6058,489,3790,34,501,2268,10,335,16,55.56%,0.069825,7.750511,4.526946,0.016162
2016,DuJuan Harris,RB,28,67,206,138,38,0,8,115,1,9,126,253,1,49ers,SF,309,480,4930,491,2911,21,458,2019,15,287,25,68.18%,0.062677,5.928717,4.408297,0.026344
2015,Duke Johnson,RB,22,69,210,379,104,0,61,534,2,74,479,913,2,Browns,CLV,278,432,5311,609,3782,20,380,1529,5,307,30,38.30%,0.052344,6.210181,4.023684,0.030334
2016,Duke Johnson,RB,23,69,210,358,73,1,53,514,0,72,431,872,1,Browns,CLE,264,452,4976,567,3264,15,350,1712,13,296,25,54.55%,0.053055,5.756614,4.891429,0.027263
2017,Duke Johnson,RB,24,69,210,348,82,4,74,693,3,93,637,1041,7,Browns,CLE,234,410,4942,574,3228,15,384,1714,11,290,41,48.72%,0.047349,5.623693,4.463542,0.042797
2018,Duke Johnson,RB,25,69,210,201,40,0,47,429,3,62,390,630,3,Browns,CLE,359,392,5900,574,4007,29,411,1893,15,314,24,66.67%,0.060847,6.980836,4.605839,0.024365
2019,Duke Johnson,RB,26,69,210,410,83,2,44,410,3,62,365,820,5,Texans,HOU,378,385,5792,534,3783,27,434,2009,17,346,22,62.71%,0.065262,7.08427,4.629032,0.022727
2020,Duke Johnson,RB,27,69,210,235,77,1,28,249,1,35,227,484,2,Texans,HOU,384,464,6004,546,4538,33,344,1466,10,326,18,54.00%,0.063957,8.311355,4.261628,0.020225
2021,Duke Johnson,RB,28,69,210,330,71,3,4,41,0,5,51,371,3,Dolphins,MIA,341,373,5219,615,3651,21,442,1568,12,325,26,61.22%,0.065338,5.936585,3.547511,0.024598
2022,Duke Johnson,RB,29,69,210,4,2,0,0,0,0,0,0,4,0,Bills,BUF,455,286,6361,574,4129,35,430,2232,15,367,27,60.00%,0.07153,7.19338,5.190698,0.026892
2019,Duke Williams,WR,27,75,225,0,0,0,12,166,1,19,47,166,1,Bills,BUF,314,259,5283,513,3229,21,465,2054,13,314,19,56.52%,0.059436,6.294347,4.417204,0.019427
2018,Durham Smythe,TE,23,76,257,0,0,0,6,50,0,11,9,50,0,Dolphins,MIA,319,433,4638,455,2900,26,371,1738,7,252,23,51.61%,0.06878,6.373626,4.684636,0.027845
2019,Durham Smythe,TE,24,78,260,0,0,0,7,65,0,14,18,65,0,Dolphins,MIA,306,494,4960,615,3804,22,349,1156,10,315,26,56.25%,0.061694,6.185366,3.312321,0.026971
2020,Durham Smythe,TE,25,78,260,0,0,0,26,208,2,29,122,208,2,Dolphins,MIA,404,338,5424,559,3736,24,428,1688,15,345,20,58.33%,0.074484,6.683363,3.943925,0.020263
2021,Durham Smythe,TE,26,78,260,3,2,0,34,357,0,41,151,360,0,Dolphins,MIA,341,373,5219,615,3651,21,442,1568,12,325,26,61.22%,0.065338,5.936585,3.547511,0.024598
2022,Durham Smythe,TE,27,78,260,1,2,1,15,129,1,20,47,130,2,Dolphins,MIA,397,399,6197,584,4511,30,390,1686,12,342,21,59.26%,0.064063,7.724315,4.323077,0.021561
2023,Durham Smythe,TE,28,78,260,0,0,0,35,366,0,43,139,366,0,Dolphins,MIA,496,391,6822,566,4514,30,456,2308,27,360,25,65.52%,0.072706,7.975265,5.061404,0.024462
2015,Dwayne Allen,TE,25,75,265,1,1,0,16,109,1,29,60,110,1,Colts,IND,333,408,5142,619,3704,26,396,1438,6,311,30,53.06%,0.064761,5.983845,3.631313,0.029557
2016,Dwayne Allen,TE,26,75,265,0,0,0,35,406,6,52,124,406,6,Colts,IND,411,392,5830,584,4202,32,409,1628,13,351,22,66.04%,0.070497,7.195205,3.98044,0.022155
2017,Dwayne Allen,TE,27,75,265,0,0,0,10,86,1,22,68,86,1,Patriots,NE,458,296,6307,587,4418,32,448,1889,16,389,12,62.65%,0.072618,7.526405,4.216518,0.011594
2018,Dwayne Allen,TE,28,75,265,0,0,0,3,27,0,4,28,27,0,Patriots,NE,436,325,6295,574,4258,29,478,2037,18,365,18,62.86%,0.069261,7.418118,4.261506,0.01711
2015,Dwayne Harris,WR,28,70,202,12,2,0,36,396,4,57,137,408,4,Giants,NYG,420,442,5952,623,4343,36,403,1609,5,331,21,44.44%,0.070565,6.971108,3.992556,0.020468
2016,Dwayne Harris,WR,29,70,202,0,0,0,1,13,1,1,0,13,1,Giants,NYG,310,284,5291,598,3879,26,398,1412,6,289,27,51.11%,0.05859,6.486622,3.547739,0.027108
2018,Dwayne Harris,WR,31,71,202,12,2,0,6,40,0,6,46,52,0,Raiders,OAK,290,467,5379,556,3751,19,387,1628,9,300,24,53.49%,0.053913,6.746403,4.206718,0.025451
2019,Dwayne Harris,WR,32,70,215,0,0,0,1,7,0,1,8,7,0,Raiders,OAK,313,419,5819,523,3926,22,437,1893,13,315,17,52.83%,0.053789,7.506692,4.331808,0.017708
2016,Dwayne Washington,RB,22,73,223,265,90,1,10,62,0,15,75,327,1,Lions,DET,346,358,5421,594,4111,24,350,1310,9,329,15,54.17%,0.063826,6.920875,3.742857,0.01589
2017,Dwayne Washington,RB,23,73,223,44,20,0,2,14,0,2,16,58,0,Lions,DET,410,376,5404,570,4183,29,363,1221,10,296,22,56.52%,0.07587,7.338596,3.363636,0.02358
2018,Dwayne Washington,RB,24,73,223,154,27,0,0,0,0,0,0,154,0,Saints,NO,504,353,6067,519,4042,33,471,2025,26,377,16,68.42%,0.083072,7.788054,4.299363,0.016162
2019,Dwayne Washington,RB,25,73,223,60,8,0,1,6,0,1,12,66,0,Saints,NO,458,341,5982,581,4244,36,405,1738,12,347,8,59.32%,0.076563,7.304647,4.291358,0.008114
2020,Dwayne Washington,RB,26,73,223,15,8,0,0,0,0,0,0,15,0,Saints,NO,482,337,6023,522,3758,28,494,2265,30,367,17,71.62%,0.080027,7.199234,4.58502,0.016732
2021,Dwayne Washington,RB,27,73,223,16,4,0,2,12,0,2,10,28,0,Saints,NO,364,335,5177,504,3186,29,510,1991,12,307,18,58.93%,0.070311,6.321429,3.903922,0.017751
2022,Dwayne Washington,RB,28,73,223,38,11,0,1,7,0,1,6,45,0,Saints,NO,330,345,5674,512,3692,24,465,1982,12,305,25,52.08%,0.05816,7.210938,4.262366,0.025589
2021,Dyami Brown,WR,22,72,185,-4,1,0,12,165,0,25,34,161,0,Commanders,WAS,335,434,5502,550,3441,21,477,2061,13,345,24,52.00%,0.060887,6.256364,4.320755,0.023369
2022,Dyami Brown,WR,23,72,185,15,1,0,5,143,2,14,31,158,2,Commanders,WAS,321,343,5615,554,3472,24,538,2143,9,339,23,51.06%,0.057168,6.267148,3.983271,0.021062
2023,Dyami Brown,WR,24,72,185,0,1,0,12,168,1,23,76,168,1,Commanders,WAS,329,518,5317,636,3725,24,359,1592,14,321,32,63.27%,0.061877,5.856918,4.43454,0.032161
2015,Ed Dickson,TE,28,76,255,0,0,0,17,121,2,26,57,121,2,Panthers,CAR,500,308,5871,501,3589,35,526,2282,19,357,19,69.44%,0.085164,7.163673,4.338403,0.0185
2016,Ed Dickson,TE,29,76,255,0,0,0,10,134,1,19,74,134,1,Panthers,CAR,369,402,5499,563,3685,21,453,1814,16,318,29,59.18%,0.067103,6.545293,4.004415,0.028543
2017,Ed Dickson,TE,30,76,255,0,0,0,30,437,1,47,201,437,1,Panthers,CAR,363,327,5179,501,3077,22,490,2102,15,320,22,51.79%,0.070091,6.141717,4.289796,0.0222
2018,Ed Dickson,TE,31,76,255,9,1,0,12,143,3,13,82,152,3,Seahawks,SEA,428,347,5653,427,3093,35,534,2560,15,329,11,65.52%,0.075712,7.24356,4.794007,0.011446
2015,Eddie Lacy,RB,25,71,234,758,187,3,20,188,2,28,220,946,5,Packers,GB,368,323,5353,573,3503,31,436,1850,8,317,17,55.00%,0.068746,6.113438,4.243119,0.016848
2016,Eddie Lacy,RB,26,71,234,360,71,0,4,28,0,7,41,388,0,Packers,GB,432,388,5900,620,4199,40,374,1701,11,349,17,64.47%,0.07322,6.772581,4.548128,0.017103
2017,Eddie Lacy,RB,27,71,250,179,69,0,6,47,0,6,54,226,0,Seahawks,SEA,366,332,5286,555,3657,34,409,1629,4,299,17,55.56%,0.06924,6.589189,3.982885,0.017635
2015,Eddie Royal,WR,29,70,185,-1,1,0,37,238,1,50,187,237,1,Bears,CHI,335,397,5514,523,3663,21,469,1851,13,312,21,48.98%,0.060754,7.003824,3.946695,0.021169
2016,Eddie Royal,WR,30,70,185,0,0,0,33,369,2,43,196,369,2,Bears,CHI,279,399,5704,559,3969,19,380,1735,10,324,31,51.02%,0.048913,7.100179,4.565789,0.033014
2016,Eli Rogers,WR,24,70,187,6,1,0,48,594,3,66,211,600,3,Steelers,PIT,399,327,5962,596,4202,33,409,1760,13,336,18,54.24%,0.066924,7.050336,4.303178,0.01791
2017,Eli Rogers,WR,25,70,187,0,0,0,18,149,1,36,79,149,1,Steelers,PIT,406,308,6047,590,4380,29,437,1667,12,348,20,53.03%,0.067141,7.423729,3.814645,0.019474
2018,Eli Rogers,WR,26,70,187,-4,1,0,12,79,0,14,42,75,0,Steelers,PIT,428,360,6453,689,5008,35,345,1445,16,378,26,73.47%,0.066326,7.268505,4.188406,0.025145
2017,Elijah McGuire,RB,23,69,214,315,88,1,17,177,1,26,147,492,2,Jets,NYJ,298,382,4884,510,3182,19,427,1702,13,269,24,54.55%,0.061016,6.239216,3.985948,0.025614
2018,Elijah McGuire,RB,24,70,214,276,92,3,19,193,1,31,175,469,4,Jets,NYJ,333,441,4787,524,3165,18,410,1622,11,258,30,44.44%,0.069563,6.040076,3.956098,0.03212
2021,Elijah Mitchell,RB,23,70,221,963,207,5,19,137,1,20,151,1100,6,49ers,SF,427,365,6387,514,4221,26,499,2166,22,361,24,64.41%,0.066855,8.212062,4.340681,0.023692
2022,Elijah Mitchell,RB,24,70,221,279,45,2,3,7,0,4,16,286,2,49ers,SF,450,277,6216,512,3856,30,504,2360,20,347,17,52.78%,0.072394,7.53125,4.68254,0.016732
2023,Elijah Mitchell,RB,25,70,221,281,75,2,6,14,0,8,26,295,2,49ers,SF,491,298,6773,491,4384,33,499,2389,27,383,18,68.00%,0.072494,8.928717,4.787575,0.018182
2021,Elijah Moore,WR,21,70,184,54,5,1,43,538,5,77,207,592,6,Jets,NYJ,310,504,5208,603,3541,20,380,1667,14,310,27,54.90%,0.059524,5.872305,4.386842,0.027467
2022,Elijah Moore,WR,22,70,184,5,5,0,37,446,1,65,93,451,1,Jets,NYJ,296,316,5409,627,3723,15,405,1686,13,294,23,43.48%,0.054724,5.937799,4.162963,0.022287
2023,Elijah Moore,WR,23,70,184,11,9,0,59,640,2,104,191,651,2,Browns,CLE,396,362,5710,624,3693,24,518,2017,15,325,37,57.69%,0.069352,5.918269,3.893822,0.032399
2017,Elijhaa Penny,RB,24,73,234,124,31,2,4,38,0,6,43,162,2,Cardinals,ARI,295,361,5026,598,3640,21,409,1386,6,310,25,41.67%,0.058695,6.086957,3.388753,0.024826
2018,Elijhaa Penny,RB,25,74,234,25,7,0,8,50,0,9,52,75,0,Giants,NYG,369,412,5697,583,4047,23,354,1650,13,297,19,50.00%,0.064771,6.941681,4.661017,0.020277
2019,Elijhaa Penny,RB,26,73,234,39,15,0,2,9,0,4,21,48,0,Giants,NYG,341,451,5416,607,3731,30,362,1685,11,311,33,57.14%,0.062962,6.146623,4.654696,0.034056
2020,Elijhaa Penny,RB,27,73,234,15,6,0,2,20,0,3,17,35,0,Giants,NYG,280,357,4794,517,3026,12,399,1768,13,297,22,46.34%,0.058406,5.852998,4.431078,0.024017
2021,Elijhaa Penny,RB,28,73,234,99,24,1,9,30,1,13,36,129,2,Giants,NYG,258,416,4884,593,3196,15,419,1688,8,299,30,44.74%,0.052826,5.389545,4.02864,0.029644
2015,Emmanuel Sanders,WR,28,71,180,29,3,0,76,1135,6,137,375,1164,6,Broncos,DEN,355,296,5688,606,3970,19,411,1718,13,314,31,46.15%,0.062412,6.551155,4.180049,0.030482
2016,Emmanuel Sanders,WR,29,71,180,4,1,0,79,1032,5,139,267,1036,5,Broncos,DEN,333,297,5169,570,3685,20,410,1484,11,290,25,46.81%,0.064423,6.464912,3.619512,0.02551
2017,Emmanuel Sanders,WR,30,71,180,0,0,0,47,555,2,94,169,555,2,Broncos,DEN,289,382,5185,566,3333,19,457,1852,8,297,34,39.58%,0.055738,5.888693,4.052516,0.033236
2018,Emmanuel Sanders,WR,31,71,180,53,4,1,71,868,4,98,312,921,5,Broncos,DEN,329,349,5602,588,3695,19,393,1907,18,320,21,56.82%,0.058729,6.284014,4.852417,0.021407
2019,Emmanuel Sanders,WR,32,71,180,0,0,0,66,869,5,97,246,869,5,49ers,SF,479,310,6097,478,3792,28,498,2305,23,336,23,55.56%,0.078563,7.933054,4.628514,0.023566
2020,Emmanuel Sanders,WR,33,71,180,12,1,0,61,726,5,82,170,738,5,Saints,NO,482,337,6023,522,3758,28,494,2265,30,367,17,71.62%,0.080027,7.199234,4.58502,0.016732
