Year,Name,Position,Age,Height (in),Weight (lbs),G,GS,RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard,RZ Completions,RZ Targets,RZ CompPercent,RZ Rec TDs,RZ Rushes,RZ Rush TDs,PPR,PosRank
2020,Rodney Smith,RB,24,71,210,7,1,156,41,1,9,59,0,11,45,215,1,Panthers,CAR,350.0,402.0,5592,550,3888,16,407,1704,19,335,21,0.5088,0.062589,7.069091,4.186732,0.021944,0.818182,6.555556,5.363636,5.0,0.0,0.0,3.804878,0.02439,4.3,0.02,7.069091,4.186732,0.029091,0.046683,5.84326,0.062589,0,1,0.0,0,7,1,36.5,87
2016,Roger Lewis,WR,23,72,196,13,1,0,0,0,7,97,2,19,3,97,2,Giants,NYG,310.0,284.0,5291,598,3879,26,398,1412,6,289,27,0.5111,0.05859,6.486622,3.547739,0.027108,0.368421,13.85714,5.105263,0.428571,0.285714,0.105263,0.0,0.0,13.85714,0.285714,6.486622,3.547739,0.043478,0.015075,5.312249,0.05859,0,1,0.0,0,0,0,28.7,128
2017,Roger Lewis,WR,24,72,196,15,8,0,0,0,36,416,2,72,82,416,2,Giants,NYG,246.0,388.0,5028,608,3479,20,394,1549,6,271,22,0.4872,0.048926,5.722039,3.931472,0.021956,0.5,11.55556,5.777778,2.277778,0.055556,0.027778,0.0,0.0,11.55556,0.055556,5.722039,3.931472,0.032895,0.015228,5.017964,0.048926,4,8,0.5,1,0,0,89.6,75
2022,Romeo Doubs,WR,22,74,200,13,7,11,1,0,42,425,3,67,191,436,3,Packers,GB,370.0,371.0,5745,563,3632,27,456,2113,12,334,22,0.5185,0.064404,6.451155,4.633772,0.02159,0.626866,10.11905,6.343284,4.547619,0.071429,0.044776,11.0,0.0,10.13953,0.069767,6.451155,4.633772,0.047957,0.026316,5.63788,0.064404,6,7,0.8571,3,0,0,101.6,78
2023,Romeo Doubs,WR,23,74,200,17,16,0,0,0,59,674,8,96,134,674,8,Packers,GB,383.0,350.0,5873,581,3968,32,441,1905,10,338,18,0.5342,0.065214,6.829604,4.319728,0.017613,0.614583,11.42373,7.020833,2.271186,0.135593,0.083333,0.0,0.0,11.42373,0.135593,6.829604,4.319728,0.055077,0.022676,5.746575,0.065214,9,18,0.5,7,0,0,174.4,39
2021,Rondale Moore,WR,21,67,180,14,7,76,18,0,54,435,1,64,438,511,1,Cardinals,ARI,449.0,366.0,6352,591,4276,27,496,2076,23,367,15,0.6061,0.070686,7.235195,4.185484,0.013799,0.84375,8.055556,6.796875,8.111111,0.018519,0.015625,4.222222,0.0,7.097222,0.013889,7.235195,4.185484,0.045685,0.046371,5.843606,0.070686,7,8,0.875,0,4,0,109.1,85
2022,Rondale Moore,WR,22,67,180,8,8,-5,6,0,41,414,1,56,281,409,1,Cardinals,ARI,340.0,449.0,5499,664,3626,17,434,1873,15,326,25,0.5682,0.061829,5.460843,4.315668,0.022769,0.732143,10.09756,7.392857,6.853659,0.02439,0.017857,-0.83333,0.0,8.702128,0.021277,5.460843,4.315668,0.025602,0.034562,5.008197,0.061829,2,7,0.2857,0,1,0,87.9,93
2023,Rondale Moore,WR,23,67,180,17,8,178,28,1,40,352,1,62,216,530,2,Cardinals,ARI,330.0,455.0,5509,555,3144,18,471,2365,17,330,18,0.6279,0.059902,5.664865,5.021231,0.017544,0.645161,8.8,5.677419,5.4,0.025,0.016129,6.357143,0.035714,7.794118,0.029412,5.664865,5.021231,0.032432,0.036093,5.369396,0.059902,6,9,0.6667,0,2,0,105.0,67
2015,Ronnie Hillman,RB,24,70,195,16,10,863,207,7,24,111,0,35,123,974,7,Broncos,DEN,355.0,296.0,5688,606,3970,19,411,1718,13,314,31,0.4615,0.062412,6.551155,4.180049,0.030482,0.685714,4.625,3.171429,5.125,0.0,0.0,4.169082,0.033816,4.21645,0.030303,6.551155,4.180049,0.031353,0.03163,5.59292,0.062412,2,5,0.4,0,27,4,161.4,19
2016,Ronnie Hillman,RB,25,70,195,8,1,131,41,0,7,93,0,15,100,224,0,Chargers,SD,410.0,423.0,5708,580,4198,33,398,1510,10,340,35,0.5161,0.071829,7.237931,3.79397,0.035787,0.466667,13.28571,6.2,14.28571,0.0,0.0,3.195122,0.0,4.666667,0.0,7.237931,3.79397,0.056897,0.025126,5.836401,0.071829,0,1,0.0,0,3,0,29.4,90
2017,Roosevelt Nix,RB,25,71,248,16,4,0,3,1,2,6,1,3,4,6,2,Steelers,PIT,406.0,308.0,6047,590,4380,29,437,1667,12,348,20,0.5303,0.067141,7.423729,3.814645,0.019474,0.666667,3.0,2.0,2.0,0.5,0.333333,0.0,0.333333,1.2,0.4,7.423729,3.814645,0.049153,0.02746,5.888023,0.067141,1,1,1.0,1,3,1,14.6,108
2018,Roosevelt Nix,RB,26,71,248,16,0,4,1,0,4,38,0,6,43,42,0,Steelers,PIT,428.0,360.0,6453,689,5008,35,345,1445,16,378,26,0.7347,0.066326,7.268505,4.188406,0.025145,0.666667,9.5,6.333333,10.75,0.0,0.0,4.0,0.0,8.4,0.0,7.268505,4.188406,0.050798,0.046377,6.240812,0.066326,0,1,0.0,0,0,0,8.2,119
2019,Roosevelt Nix,RB,27,71,248,3,0,0,0,0,2,4,0,3,10,4,0,Steelers,PIT,289.0,303.0,4428,510,2981,18,396,1447,7,265,30,0.35,0.065266,5.845098,3.65404,0.033113,0.666667,2.0,1.333333,5.0,0.0,0.0,0.0,0.0,2.0,0.0,5.845098,3.65404,0.035294,0.017677,4.887417,0.065266,0,1,0.0,0,0,0,2.4,151
2018,Ross Dwelley,TE,23,77,240,11,0,0,0,0,2,14,0,2,2,14,0,49ers,SF,342.0,435.0,5769,532,3867,26,423,1902,7,344,32,0.4118,0.059282,7.268797,4.496454,0.033508,1.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.268797,4.496454,0.048872,0.016548,6.040838,0.059282,1,1,1.0,0,0,0,3.4,107
2019,Ross Dwelley,TE,24,77,240,16,6,0,0,0,15,91,2,22,40,91,2,49ers,SF,479.0,310.0,6097,478,3792,28,498,2305,23,336,23,0.5556,0.078563,7.933054,4.628514,0.023566,0.681818,6.066667,4.136364,2.666667,0.133333,0.090909,0.0,0.0,6.066667,0.133333,7.933054,4.628514,0.058577,0.046185,6.246926,0.078563,4,4,1.0,3,0,0,36.1,51
2020,Ross Dwelley,TE,25,77,240,16,9,0,0,0,19,245,1,24,98,245,1,49ers,SF,376.0,390.0,5922,570,4033,25,437,1889,19,350,31,0.6727,0.063492,7.075439,4.322654,0.030785,0.791667,12.89474,10.20833,5.157895,0.052632,0.041667,0.0,0.0,12.89474,0.052632,7.075439,4.322654,0.04386,0.043478,5.880834,0.063492,2,3,0.6667,1,0,0,49.5,48
2023,Ross Dwelley,TE,28,77,240,12,0,0,0,0,1,12,0,2,12,12,0,49ers,SF,491.0,298.0,6773,491,4384,33,499,2389,27,383,18,0.68,0.072494,8.928717,4.787575,0.018182,0.5,12.0,6.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,8.928717,4.787575,0.06721,0.054108,6.841414,0.072494,1,1,1.0,0,0,0,2.2,104
2015,Roy Helu,RB,27,71,220,9,0,39,17,0,9,75,1,16,89,114,1,Raiders,OAK,359.0,399.0,5336,605,3879,34,370,1457,7,300,24,0.6098,0.067279,6.41157,3.937838,0.024615,0.5625,8.333333,4.6875,9.888889,0.111111,0.0625,2.294118,0.0,4.384615,0.038462,6.41157,3.937838,0.056198,0.018919,5.472821,0.067279,2,2,1.0,1,0,0,26.4,109
2018,Royce Freeman,RB,22,72,238,14,8,521,130,5,14,72,0,20,59,593,5,Broncos,DEN,329.0,349.0,5602,588,3695,19,393,1907,18,320,21,0.5682,0.058729,6.284014,4.852417,0.021407,0.7,5.142857,3.6,4.214286,0.0,0.0,4.007692,0.038462,4.118056,0.034722,6.284014,4.852417,0.032313,0.045802,5.710499,0.058729,1,2,0.5,0,18,5,101.3,46
2019,Royce Freeman,RB,23,72,238,16,0,496,132,3,43,256,1,50,268,752,4,Broncos,DEN,282.0,316.0,4777,504,3115,16,409,1662,11,279,16,0.4762,0.059033,6.180556,4.06357,0.017525,0.86,5.953488,5.12,6.232558,0.023256,0.02,3.757576,0.022727,4.297143,0.022857,6.180556,4.06357,0.031746,0.026895,5.232202,0.059033,4,6,0.6667,1,24,3,142.2,40
2020,Royce Freeman,RB,24,72,238,16,0,170,35,0,12,81,0,13,66,251,0,Broncos,DEN,323.0,446.0,5369,556,3451,21,442,1918,13,308,32,0.5333,0.06016,6.206835,4.339367,0.032064,0.923077,6.75,6.230769,5.5,0.0,0.0,4.857143,0.0,5.340426,0.0,6.206835,4.339367,0.03777,0.029412,5.37976,0.06016,4,4,1.0,0,4,0,37.1,89
2021,Royce Freeman,RB,25,72,238,15,0,169,56,0,10,77,0,16,75,246,0,Texans,HOU,280.0,452.0,4727,546,3305,21,420,1422,8,266,22,0.5135,0.059234,6.053114,3.385714,0.022774,0.625,7.7,4.8125,7.5,0.0,0.0,3.017857,0.0,3.727273,0.0,6.053114,3.385714,0.038462,0.019048,4.893375,0.059234,0,1,0.0,0,2,0,34.6,95
2022,Royce Freeman,RB,26,72,238,4,1,117,41,0,6,33,0,8,39,150,0,Texans,HOU,289.0,420.0,4820,579,3344,20,398,1476,7,277,28,0.4792,0.059959,5.775475,3.708543,0.028659,0.75,5.5,4.125,6.5,0.0,0.0,2.853659,0.0,3.191489,0.0,5.775475,3.708543,0.034542,0.017588,4.93347,0.059959,0,0,0.0,0,3,0,19.0,109
2015,Rueben Randle,WR,24,74,208,16,16,0,0,0,57,797,8,90,205,797,8,Giants,NYG,420.0,442.0,5952,623,4343,36,403,1609,5,331,21,0.4444,0.070565,6.971108,3.992556,0.020468,0.633333,13.98246,8.855556,3.596491,0.140351,0.088889,0.0,0.0,13.98246,0.140351,6.971108,3.992556,0.057785,0.012407,5.80117,0.070565,6,10,0.6,3,0,0,184.7,30
2018,Russell Gage,WR,22,72,184,15,0,0,0,0,6,63,0,10,22,63,0,Falcons,ATL,414.0,423.0,6226,617,4653,36,351,1573,11,352,18,0.64,0.066495,7.541329,4.481481,0.018595,0.6,10.5,6.3,3.666667,0.0,0.0,0.0,0.0,10.5,0.0,7.541329,4.481481,0.058347,0.031339,6.431818,0.066495,0,1,0.0,0,0,0,12.3,169
2019,Russell Gage,WR,23,72,184,16,4,12,4,0,49,446,1,74,167,458,1,Falcons,ATL,381.0,399.0,6075,684,4714,29,362,1361,10,383,25,0.5167,0.062716,6.891813,3.759669,0.023901,0.662162,9.102041,6.027027,3.408163,0.020408,0.013514,3.0,0.0,8.641509,0.018868,6.891813,3.759669,0.042398,0.027624,5.807839,0.062716,6,10,0.6,2,0,0,98.8,84
2020,Russell Gage,WR,24,72,184,16,8,9,2,0,72,786,4,109,287,795,4,Falcons,ATL,396.0,414.0,5895,628,4363,27,409,1532,13,366,18,0.5345,0.067176,6.947452,3.745721,0.017358,0.66055,10.91667,7.211009,3.986111,0.055556,0.036697,4.5,0.0,10.74324,0.054054,6.947452,3.745721,0.042994,0.031785,5.684667,0.067176,11,18,0.6111,4,2,0,181.1,40
2021,Russell Gage,WR,25,72,184,14,9,0,0,0,66,770,4,94,248,770,4,Falcons,ATL,313.0,459.0,5164,573,3713,20,393,1451,11,306,26,0.537,0.060612,6.47993,3.692112,0.026915,0.702128,11.66667,8.191489,3.757576,0.060606,0.042553,0.0,0.0,11.66667,0.060606,6.47993,3.692112,0.034904,0.02799,5.345756,0.060612,6,10,0.6,2,0,0,163.0,45
2022,Russell Gage,WR,26,72,184,13,4,0,0,0,51,426,5,70,171,426,5,Buccaneers,TB,313.0,358.0,5894,751,4586,26,386,1308,5,346,22,0.5094,0.053105,6.106525,3.388601,0.019349,0.728571,8.352941,6.085714,3.352941,0.098039,0.071429,0.0,0.0,8.352941,0.098039,6.106525,3.388601,0.034621,0.012953,5.183817,0.053105,9,15,0.6,4,0,0,123.6,56
2015,Russell Shepard,WR,25,73,195,13,2,0,0,0,3,28,1,10,1,28,1,Buccaneers,TB,342.0,417.0,6014,535,3852,22,455,2162,12,336,28,0.5294,0.056867,7.2,4.751648,0.028283,0.3,9.333333,2.8,0.333333,0.333333,0.1,0.0,0.0,9.333333,0.333333,7.2,4.751648,0.041121,0.026374,6.074747,0.056867,1,2,0.5,1,0,0,11.8,164
2016,Russell Shepard,WR,26,73,195,14,4,9,1,0,23,341,2,41,80,350,2,Buccaneers,TB,354.0,369.0,5542,578,3926,29,453,1616,8,340,27,0.5185,0.063876,6.792388,3.567329,0.026188,0.560976,14.82609,8.317073,3.478261,0.086957,0.04878,9.0,0.0,14.58333,0.083333,6.792388,3.567329,0.050173,0.01766,5.375364,0.063876,3,7,0.4286,2,0,0,70.0,95
2017,Russell Shepard,WR,27,73,195,15,3,19,2,0,17,202,1,33,111,221,1,Panthers,CAR,363.0,327.0,5179,501,3077,22,490,2102,15,320,22,0.5179,0.070091,6.141717,4.289796,0.0222,0.515152,11.88235,6.121212,6.529412,0.058824,0.030303,9.5,0.0,11.63158,0.052632,6.141717,4.289796,0.043912,0.030612,5.226034,0.070091,0,4,0.0,0,0,0,45.1,116
2018,Russell Shepard,WR,28,73,195,12,0,0,0,0,10,188,2,19,20,188,2,Giants,NYG,369.0,412.0,5697,583,4047,23,354,1650,13,297,19,0.5,0.064771,6.941681,4.661017,0.020277,0.526316,18.8,9.894737,2.0,0.2,0.105263,0.0,0.0,18.8,0.2,6.941681,4.661017,0.039451,0.036723,6.080043,0.064771,1,2,0.5,1,0,0,40.8,121
2019,Russell Shepard,WR,29,72,195,3,0,0,0,0,3,25,0,8,15,25,0,Giants,NYG,341.0,451.0,5416,607,3731,30,362,1685,11,311,33,0.5714,0.062962,6.146623,4.654696,0.034056,0.375,8.333333,3.125,5.0,0.0,0.0,0.0,0.0,8.333333,0.0,6.146623,4.654696,0.049423,0.030387,5.589267,0.062962,1,3,0.3333,0,0,0,5.5,193
2015,Ryan Grant,WR,25,72,193,16,5,0,0,0,23,268,2,42,98,268,2,Commanders,WAS,388.0,379.0,5661,555,4095,30,429,1566,9,317,22,0.5849,0.068539,7.445455,3.65035,0.022358,0.547619,11.65217,6.380952,4.26087,0.086957,0.047619,0.0,0.0,11.65217,0.086957,7.378378,3.65035,0.054054,0.020979,5.753049,0.068539,4,8,0.5,2,0,0,61.8,99
2016,Ryan Grant,WR,26,72,193,16,1,0,0,0,9,76,0,19,25,76,0,Commanders,WAS,396.0,383.0,6454,607,4758,27,379,1696,10,345,21,0.459,0.061357,8.650909,4.474934,0.021298,0.473684,8.444444,4.0,2.777778,0.0,0.0,0.0,0.0,8.444444,0.0,7.83855,4.474934,0.044481,0.026385,6.545639,0.061357,2,5,0.4,0,0,0,16.6,165
2017,Ryan Grant,WR,27,72,204,16,7,0,0,0,45,573,4,65,233,573,4,Commanders,WAS,342.0,388.0,5199,540,3751,27,401,1448,10,278,27,0.5435,0.065782,6.82,3.610973,0.028693,0.692308,12.73333,8.815385,5.177778,0.088889,0.061538,0.0,0.0,12.73333,0.088889,6.946296,3.610973,0.05,0.024938,5.524973,0.065782,7,10,0.7,3,0,0,126.3,52
2018,Ryan Grant,WR,28,72,204,14,10,0,0,0,35,334,1,52,89,334,1,Colts,IND,433.0,344.0,6179,644,4461,39,408,1718,13,371,24,0.6714,0.070076,6.927019,4.210784,0.022814,0.673077,9.542857,6.423077,2.542857,0.028571,0.019231,0.0,0.0,9.542857,0.028571,6.927019,4.210784,0.060559,0.031863,5.873574,0.070076,5,6,0.8333,1,0,0,74.4,104
2015,Ryan Griffin,TE,25,77,210,9,4,0,0,0,20,251,2,34,99,251,2,Buccaneers,TB,342.0,417.0,6014,535,3852,22,455,2162,12,336,28,0.5294,0.056867,7.2,4.751648,0.028283,0.588235,12.55,7.382353,4.95,0.1,0.058824,0.0,0.0,12.55,0.1,7.2,4.751648,0.041121,0.026374,6.074747,0.056867,2,3,0.6667,2,0,0,57.1,38
2016,Ryan Griffin,TE,26,77,210,16,5,0,0,0,50,442,2,75,163,442,2,Buccaneers,TB,354.0,369.0,5542,578,3926,29,453,1616,8,340,27,0.5185,0.063876,6.792388,3.567329,0.026188,0.666667,8.84,5.893333,3.26,0.04,0.026667,0.0,0.0,8.84,0.04,6.792388,3.567329,0.050173,0.01766,5.375364,0.063876,5,9,0.5556,2,0,0,104.2,26
2017,Ryan Griffin,TE,27,77,210,7,6,0,0,0,13,158,1,26,74,158,1,Buccaneers,TB,335.0,382.0,5816,605,4366,26,389,1450,8,352,27,0.4906,0.0576,7.216529,3.727506,0.027163,0.5,12.15385,6.076923,5.692308,0.076923,0.038462,0.0,0.0,12.15385,0.076923,7.216529,3.727506,0.042975,0.020566,5.851107,0.0576,2,3,0.6667,1,0,0,36.8,53
2018,Ryan Griffin,TE,28,77,210,14,11,0,0,0,24,305,0,43,153,305,0,Buccaneers,TB,396.0,464.0,6648,625,5125,36,389,1523,11,388,35,0.6,0.059567,8.2,3.915167,0.034517,0.55814,12.70833,7.093023,6.375,0.0,0.0,0.0,0.0,12.70833,0.0,8.2,3.915167,0.0576,0.028278,6.556213,0.059567,2,12,0.1667,0,0,0,54.5,44
2019,Ryan Griffin,TE,29,77,210,13,13,-1,4,0,34,320,5,41,182,319,5,Buccaneers,TB,458.0,449.0,6366,630,4845,33,409,1521,15,353,41,0.6481,0.071945,7.690476,3.718826,0.039461,0.829268,9.411765,7.804878,5.352941,0.147059,0.121951,-0.25,0.0,8.394737,0.131579,7.690476,3.718826,0.052381,0.036675,6.127045,0.071945,6,7,0.8571,6,0,0,98.0,21
2021,Ryan Griffin,TE,31,77,210,14,12,0,0,0,27,261,2,42,149,261,2,Buccaneers,TB,511.0,353.0,6901,731,5229,43,385,1672,18,404,19,0.6579,0.074047,7.153215,4.342857,0.017025,0.642857,9.666667,6.214286,5.518519,0.074074,0.047619,0.0,0.0,9.666667,0.074074,7.153215,4.342857,0.058824,0.046753,6.183692,0.074047,4,7,0.5714,2,0,0,65.1,37
2022,Ryan Griffin,TE,32,76,210,15,0,0,0,0,4,26,0,8,9,26,0,Buccaneers,TB,313.0,358.0,5894,751,4586,26,386,1308,5,346,22,0.5094,0.053105,6.106525,3.388601,0.019349,0.5,6.5,3.25,2.25,0.0,0.0,0.0,0.0,6.5,0.0,6.106525,3.388601,0.034621,0.012953,5.183817,0.053105,0,1,0.0,0,0,0,6.6,101
2015,Ryan Hewitt,RB,24,76,254,15,12,0,0,0,8,99,0,12,61,99,0,Bengals,CIN,419.0,279.0,5728,505,3923,31,467,1805,18,324,17,0.65,0.073149,7.768317,3.865096,0.01749,0.666667,12.375,8.25,7.625,0.0,0.0,0.0,0.0,12.375,0.0,7.768317,3.865096,0.061386,0.038544,5.893004,0.073149,0,2,0.0,0,0,0,17.9,78
2018,Ryan Hewitt,RB,27,76,255,12,2,0,0,0,1,1,1,2,0,1,1,Colts,IND,433.0,344.0,6179,644,4461,39,408,1718,13,371,24,0.6714,0.070076,6.927019,4.210784,0.022814,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0,6.927019,4.210784,0.060559,0.031863,5.873574,0.070076,1,1,1.0,1,0,0,7.1,116
2019,Ryan Izzo,TE,24,77,255,6,4,0,0,0,6,114,1,9,54,114,1,Patriots,NE,420.0,225.0,5664,620,3961,25,447,1703,17,338,15,0.4921,0.074153,6.38871,3.809843,0.014058,0.666667,19.0,12.66667,9.0,0.166667,0.111111,0.0,0.0,19.0,0.166667,6.38871,3.809843,0.040323,0.038031,5.308341,0.074153,1,1,1.0,1,0,0,23.4,58
2020,Ryan Izzo,TE,25,77,255,12,12,0,0,0,13,199,0,20,66,199,0,Patriots,NE,326.0,353.0,5236,440,2890,12,502,2346,20,332,19,0.5417,0.062261,6.568182,4.673307,0.02017,0.65,15.30769,9.95,5.076923,0.0,0.0,0.0,0.0,15.30769,0.0,6.568182,4.673307,0.027273,0.039841,5.558386,0.062261,0,1,0.0,0,0,0,30.9,64
2015,Ryan Mathews,RB,28,72,220,13,6,539,106,6,20,146,1,28,163,685,7,Eagles,PHI,377.0,430.0,5830,623,4087,23,442,1743,15,339,31,0.5581,0.064666,6.560193,3.943439,0.029108,0.714286,7.3,5.214286,8.15,0.05,0.035714,5.084906,0.056604,5.436508,0.055556,6.560193,3.943439,0.036918,0.033937,5.474178,0.064666,2,2,1.0,0,16,5,124.5,34
2016,Ryan Mathews,RB,29,72,220,13,8,661,155,8,13,115,1,14,113,776,9,Eagles,PHI,367.0,331.0,5398,609,3585,16,438,1813,16,333,20,0.4909,0.067988,5.8867,4.139269,0.019102,0.928571,8.846154,8.214286,8.692308,0.076923,0.071429,4.264516,0.051613,4.619048,0.053571,5.8867,4.139269,0.026273,0.03653,5.155683,0.067988,3,3,1.0,1,36,8,144.6,25
2020,Ryan Nall,RB,25,74,237,16,0,0,3,0,8,67,1,9,54,67,1,Bears,CHI,372.0,370.0,5302,614,3655,26,393,1647,12,335,22,0.5614,0.070162,5.952769,4.19084,0.021847,0.888889,8.375,7.444444,6.75,0.125,0.111111,0.0,0.0,6.090909,0.090909,5.952769,4.19084,0.042345,0.030534,5.265144,0.070162,2,2,1.0,1,0,0,20.7,112
2017,Ryan Switzer,WR,23,68,181,16,0,5,4,0,6,41,0,7,20,46,0,Cowboys,DAL,354.0,332.0,5311,493,3141,22,480,2170,18,314,22,0.5962,0.066654,6.371197,4.520833,0.02261,0.857143,6.833333,5.857143,3.333333,0.0,0.0,1.25,0.0,4.6,0.0,6.371197,4.520833,0.044625,0.0375,5.458376,0.066654,1,1,1.0,0,0,0,14.6,155
2018,Ryan Switzer,WR,24,68,181,16,1,21,6,0,36,253,1,44,142,274,1,Steelers,PIT,428.0,360.0,6453,689,5008,35,345,1445,16,378,26,0.7347,0.066326,7.268505,4.188406,0.025145,0.818182,7.027778,5.75,3.944444,0.027778,0.022727,3.5,0.0,6.52381,0.02381,7.268505,4.188406,0.050798,0.046377,6.240812,0.066326,6,7,0.8571,1,0,0,69.4,114
2019,Ryquell Armstead,RB,23,71,220,16,1,108,35,0,14,144,2,24,114,252,2,Jaguars,JAX,300.0,397.0,5468,589,3760,24,389,1708,3,298,20,0.4043,0.054865,6.383701,4.390746,0.02045,0.583333,10.28571,6.0,8.142857,0.142857,0.083333,3.085714,0.0,5.142857,0.040816,6.383701,4.390746,0.040747,0.007712,5.591002,0.054865,1,1,1.0,1,6,0,51.2,75
2020,Salvon Ahmed,RB,22,71,196,6,4,319,75,3,11,61,0,14,77,380,3,Dolphins,MIA,404.0,338.0,5424,559,3736,24,428,1688,15,345,20,0.5833,0.074484,6.683363,3.943925,0.020263,0.785714,5.545455,4.357143,7.0,0.0,0.0,4.253333,0.04,4.418605,0.034884,6.683363,3.943925,0.042934,0.035047,5.495441,0.074484,1,1,1.0,0,21,4,69.0,64
2021,Salvon Ahmed,RB,23,71,196,12,0,149,54,0,12,117,0,19,123,266,0,Dolphins,MIA,341.0,373.0,5219,615,3651,21,442,1568,12,325,26,0.6122,0.065338,5.936585,3.547511,0.024598,0.631579,9.75,6.157895,10.25,0.0,0.0,2.759259,0.0,4.030303,0.0,5.936585,3.547511,0.034146,0.027149,4.937559,0.065338,1,3,0.3333,0,4,0,38.6,92
2023,Salvon Ahmed,RB,25,71,196,8,0,61,22,1,16,88,1,23,109,149,2,Dolphins,MIA,496.0,391.0,6822,566,4514,30,456,2308,27,360,25,0.6552,0.072706,7.975265,5.061404,0.024462,0.695652,5.5,3.826087,6.8125,0.0625,0.043478,2.772727,0.045455,3.921053,0.052632,7.975265,5.061404,0.053004,0.059211,6.675147,0.072706,5,5,1.0,1,6,1,42.9,76
2017,Samaje Perine,RB,22,70,236,16,8,603,175,1,22,182,1,24,204,785,2,Commanders,WAS,342.0,388.0,5199,540,3751,27,401,1448,10,278,27,0.5435,0.065782,6.82,3.610973,0.028693,0.916667,8.272727,7.583333,9.272727,0.045455,0.041667,3.445714,0.005714,3.984772,0.010152,6.946296,3.610973,0.05,0.024938,5.524973,0.065782,1,1,1.0,1,24,1,108.5,42
2018,Samaje Perine,RB,23,71,236,5,0,32,8,0,3,5,0,4,7,37,0,Commanders,WAS,281.0,359.0,4795,509,3021,16,414,1774,12,280,19,0.525,0.058603,5.492727,4.285024,0.020585,0.75,1.666667,1.25,2.333333,0.0,0.0,4.0,0.0,3.363636,0.0,5.935167,4.285024,0.031434,0.028986,5.195016,0.058603,1,1,1.0,0,0,0,6.7,124
2020,Samaje Perine,RB,25,71,240,16,1,301,63,3,11,66,0,12,92,367,3,Bengals,CIN,311.0,424.0,5116,581,3448,19,411,1668,13,318,24,0.5,0.06079,5.934596,4.058394,0.024194,0.916667,6.0,5.5,8.363636,0.0,0.0,4.777778,0.047619,4.959459,0.040541,5.934596,4.058394,0.032702,0.03163,5.157258,0.06079,5,5,1.0,0,15,2,65.7,66
2021,Samaje Perine,RB,26,71,240,16,0,246,55,1,27,196,1,31,198,442,2,Bengals,CIN,460.0,376.0,6145,555,4403,36,436,1742,16,337,21,0.5455,0.074858,7.933333,3.995413,0.021191,0.870968,7.259259,6.322581,7.333333,0.037037,0.032258,4.472727,0.018182,5.390244,0.02439,7.933333,3.995413,0.064865,0.036697,6.200807,0.074858,5,5,1.0,1,2,0,83.2,63
2022,Samaje Perine,RB,27,71,240,16,2,394,95,2,38,287,4,51,321,681,6,Bengals,CIN,418.0,322.0,5768,610,4240,35,399,1528,14,357,18,0.6364,0.072469,6.95082,3.829574,0.017839,0.745098,7.552632,5.627451,8.447368,0.105263,0.078431,4.147368,0.021053,5.120301,0.045113,6.95082,3.829574,0.057377,0.035088,5.716551,0.072469,8,11,0.7273,3,15,2,142.1,38
2023,Samaje Perine,RB,28,70,240,17,1,238,53,1,50,455,0,56,462,693,1,Broncos,DEN,357.0,413.0,5072,513,3262,28,451,1810,8,301,22,0.5085,0.070386,6.358674,4.013304,0.022822,0.892857,9.1,8.125,9.24,0.0,0.0,4.490566,0.018868,6.728155,0.009709,6.358674,4.013304,0.054581,0.017738,5.261411,0.070386,4,4,1.0,0,14,1,121.3,49
2016,Sammie Coates,WR,23,73,212,14,5,14,4,0,21,435,2,49,126,449,2,Steelers,PIT,399.0,327.0,5962,596,4202,33,409,1760,13,336,18,0.5424,0.066924,7.050336,4.303178,0.01791,0.428571,20.71429,8.877551,6.0,0.095238,0.040816,3.5,0.0,17.96,0.08,7.050336,4.303178,0.055369,0.031785,5.932338,0.066924,3,5,0.6,1,1,0,77.9,87
2018,Sammie Coates,WR,25,73,210,12,0,0,0,0,1,12,0,2,6,12,0,Texans,HOU,402.0,316.0,5802,506,3781,26,472,2021,12,333,16,0.5,0.069286,7.472332,4.28178,0.01636,0.5,12.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,7.472332,4.28178,0.051383,0.025424,5.932515,0.069286,0,1,0.0,0,0,0,2.2,195
